261	568
261	620
261	678
261	803
261	2806
261	3175
261	3920
261	4121
261	4201
261	4554
261	4575
261	4596
261	5083
261	5653
261	5669
261	5888
261	6431
261	6435
261	7583
482	496
482	508
482	841
482	866
482	893
482	5537
482	6107
482	6249
482	6730
482	7030
482	7442
482	7446
482	7459
482	8180
482	8346
485	4995
485	6729
485	7372
485	9394
490	708
491	5046
491	5050
491	5115
491	5643
491	6656
491	6698
491	6879
491	6916
491	7079
491	7328
491	8218
491	8371
491	9121
496	508
496	841
496	866
496	893
496	5537
496	6107
496	6249
496	6730
496	7030
496	7442
496	7446
496	7459
496	8180
496	8346
508	841
508	866
508	893
508	5537
508	6107
508	6249
508	6730
508	7030
508	7442
508	7446
508	7459
508	8180
508	8346
560	563
560	603
560	663
560	722
560	821
560	949
560	960
560	5710
560	5757
560	5932
560	6094
560	6341
560	6368
560	6702
560	6864
560	7008
560	7098
560	7157
560	7169
560	7197
560	7289
560	7303
560	7349
560	7384
560	7493
560	7615
560	7684
560	8368
560	8405
560	8462
560	8505
560	8514
560	8692
560	8885
560	8897
560	9016
560	9126
560	9211
560	9337
560	9395
560	9624
560	9648
560	9927
563	603
563	663
563	722
563	821
563	949
563	960
563	5710
563	5757
563	5932
563	6094
563	6341
563	6368
563	6702
563	6864
563	7008
563	7098
563	7157
563	7169
563	7197
563	7289
563	7303
563	7349
563	7384
563	7493
563	7615
563	7684
563	8368
563	8405
563	8462
563	8505
563	8514
563	8692
563	8885
563	8897
563	9016
563	9126
563	9211
563	9337
563	9395
563	9624
563	9648
563	9927
568	620
568	678
568	803
568	5888
568	6431
568	6435
568	7583
603	663
603	722
603	821
603	949
603	960
603	6094
603	6341
603	6368
603	6702
603	6864
603	7008
603	7098
603	7157
603	7169
603	7197
603	7289
603	7303
603	7349
603	7384
603	7493
603	7615
603	7684
603	8368
603	8405
603	8462
603	8505
603	8514
603	8692
603	8885
603	8897
603	9016
603	9126
603	9211
603	9337
603	9395
603	9624
603	9648
603	9927
620	678
620	803
620	6431
620	6435
620	7583
663	722
663	821
663	949
663	960
663	6702
663	6864
663	7008
663	7098
663	7157
663	7169
663	7197
663	7289
663	7303
663	7349
663	7384
663	7493
663	7615
663	7684
663	8368
663	8405
663	8462
663	8505
663	8514
663	8692
663	8885
663	8897
663	9016
663	9126
663	9211
663	9337
663	9395
663	9624
663	9648
663	9927
678	803
678	7583
722	821
722	949
722	960
722	7289
722	7303
722	7349
722	7384
722	7493
722	7615
722	7684
722	8368
722	8405
722	8462
722	8505
722	8514
722	8692
722	8885
722	8897
722	9016
722	9126
722	9211
722	9337
722	9395
722	9624
722	9648
722	9927
821	949
821	960
821	8368
821	8405
821	8462
821	8505
821	8514
821	8692
821	8885
821	8897
821	9016
821	9126
821	9211
821	9337
821	9395
821	9624
821	9648
821	9927
841	866
841	893
866	893
940	9477
940	9736
949	960
949	9624
949	9648
949	9927
960	9624
960	9648
960	9927
1014	491
1014	1049
1014	1173
1014	1179
1014	1366
1014	1394
1014	2111
1014	2211
1014	2230
1014	2286
1014	2777
1014	3605
1014	3754
1014	4696
1014	4892
1014	5046
1014	5050
1014	5115
1014	5643
1014	6656
1014	6698
1014	6879
1014	6916
1014	7079
1014	7328
1014	8218
1014	8371
1014	9121
1017	1296
1017	1485
1017	2008
1017	3066
1017	4185
1017	4863
1017	5520
1017	5976
1017	9392
1017	9548
1017	9650
1017	10738
1017	11048
1017	11292
1017	11460
1017	11768
1017	11883
1017	11958
1017	12033
1049	491
1049	1173
1049	1179
1049	1366
1049	1394
1049	2111
1049	2211
1049	2230
1049	2286
1049	2777
1049	3605
1049	3754
1049	4696
1049	4892
1049	5046
1049	5050
1049	5115
1049	5643
1049	6656
1049	6698
1049	6879
1049	6916
1049	7079
1049	7328
1049	8218
1049	8371
1049	9121
1050	482
1050	496
1050	508
1050	841
1050	866
1050	893
1050	1054
1050	1853
1050	2034
1050	2063
1050	2167
1050	2191
1050	2728
1050	3271
1050	3277
1050	3841
1050	4064
1050	4084
1050	4323
1050	4331
1050	4542
1050	4721
1050	5537
1050	6107
1050	6249
1050	6730
1050	7030
1050	7442
1050	7446
1050	7459
1050	8180
1050	8346
1050	10853
1050	12076
1054	482
1054	496
1054	508
1054	841
1054	866
1054	893
1054	1853
1054	2034
1054	2063
1054	2167
1054	2191
1054	2728
1054	3271
1054	3277
1054	3841
1054	4064
1054	4084
1054	4323
1054	4331
1054	4542
1054	4721
1054	5537
1054	6107
1054	6249
1054	6730
1054	7030
1054	7442
1054	7446
1054	7459
1054	8180
1054	8346
1054	10853
1054	12076
1077	940
1077	1438
1077	1513
1077	3913
1077	4160
1077	5512
1077	6010
1077	7852
1077	8392
1077	9477
1077	9736
1077	11135
1079	560
1079	563
1079	603
1079	663
1079	722
1079	821
1079	949
1079	960
1079	1259
1079	1328
1079	1353
1079	1684
1079	1895
1079	1991
1079	2176
1079	2204
1079	2426
1079	2456
1079	2678
1079	2771
1079	2798
1079	2801
1079	2863
1079	3037
1079	3301
1079	3311
1079	3376
1079	3450
1079	4149
1079	4152
1079	4788
1079	5061
1079	5138
1079	5232
1079	5356
1079	5489
1079	5492
1079	5710
1079	5757
1079	5932
1079	6094
1079	6341
1079	6368
1079	6702
1079	6864
1079	7008
1079	7098
1079	7157
1079	7169
1079	7197
1079	7289
1079	7303
1079	7349
1079	7384
1079	7493
1079	7615
1079	7684
1079	8368
1079	8405
1079	8462
1079	8505
1079	8514
1079	8692
1079	8885
1079	8897
1079	9016
1079	9126
1079	9211
1079	9337
1079	9395
1079	9624
1079	9648
1079	9927
1079	11038
1079	11567
1079	11735
